"senator_name","State","description","amount","Total Expenses","Number of Expenses","St.Abrv","Party"
"JAMES LANKFORD","Oklahoma","CONSTITUENT PERSONNEL",123458.25,1404745.55,437,"OK","R"
"JAMES LANKFORD","Oklahoma","TRAINING/CONFERENCE/REGISTRATION FEES",136,1404745.55,437,"OK","R"
"JAMES LANKFORD","Oklahoma","CORRESPONDENCE EDITOR/GRANTS MANAGER",27083.63,1404745.55,437,"OK","R"
"JAMES LANKFORD","Oklahoma","EQUIPMENT/VEHICLE MAINTENANCE & REPAIR",143.8,1404745.55,437,"OK","R"
"JAMES LANKFORD","Oklahoma","PURCHASED EQUIPMENT (EXPENDABLE)",8077.07,1404745.55,437,"OK","R"
"JAMES LANKFORD","Oklahoma","DIRECTORS",285982.52,1404745.55,437,"OK","R"
"JAMES LANKFORD","Oklahoma","FIELD REPRESENTATIVE",87749.44,1404745.55,437,"OK","R"
"JAMES LANKFORD","Oklahoma","LEGISLATIVE AIDE",28708.63,1404745.55,437,"OK","R"
"JAMES LANKFORD","Oklahoma","INCIDENTALS",1606.68,1404745.55,437,"OK","R"
"JAMES LANKFORD","Oklahoma","PHOTO STUDIO CERTIFICATION",310.5,1404745.55,437,"OK","R"
"JAMES LANKFORD","Oklahoma","PRESS SECRETARIES",35254.29,1404745.55,437,"OK","R"
"JAMES LANKFORD","Oklahoma","PER DIEM",22474.07,1404745.55,437,"OK","R"
"JAMES LANKFORD","Oklahoma","LEGISLATIVE CORRESPONDENT",81030.18,1404745.55,437,"OK","R"
"JAMES LANKFORD","Oklahoma","PROFESSIONAL STAFF MEMBER  AND",12000,1404745.55,437,"OK","R"
"JAMES LANKFORD","Oklahoma","NW FIELD REPRESENTATIVE",17222.83,1404745.55,437,"OK","R"
"JAMES M. INHOFE","Oklahoma","ADMINISTRATIVE PERSONNEL",72199.56,1585524.13,553,"OK","R"
"JAMES M. INHOFE","Oklahoma","ARCHIVIST/SPECIAL PROJECTS",24716.03,1585524.13,553,"OK","R"
"JAMES M. INHOFE","Oklahoma","FEES AND OTHER CHARGES",255,1585524.13,553,"OK","R"
"JAMES M. INHOFE","Oklahoma","LEGISLATIVE FELLOW",2231.66,1585524.13,553,"OK","R"
"JAMES M. INHOFE","Oklahoma","FIELD REPRESENTATIVE",138218.34,1585524.13,553,"OK","R"
"JAMES M. INHOFE","Oklahoma","EXECUTIVE SCHEDULER",67763.64,1585524.13,553,"OK","R"
"JAMES M. INHOFE","Oklahoma","INCIDENTALS",634.75,1585524.13,553,"OK","R"
"JAMES M. INHOFE","Oklahoma","OKLAHOMA CITY OFFICE MANAGER",37039.4,1585524.13,553,"OK","R"
"JAMES M. INHOFE","Oklahoma","DIRECTORS",177263.62,1585524.13,553,"OK","R"
"JAMES M. INHOFE","Oklahoma","PER DIEM",17745.4,1585524.13,553,"OK","R"
"JAMES M. INHOFE","Oklahoma","COUNSEL",68910.75,1585524.13,553,"OK","R"
"JAMES M. INHOFE","Oklahoma","PHOTO STUDIO CERTIFICATION",1437.35,1585524.13,553,"OK","R"
"JAMES M. INHOFE","Oklahoma","INTERNS",22110.87,1585524.13,553,"OK","R"
"JAMES M. INHOFE","Oklahoma","PRESS SECRETARIES",31750.07,1585524.13,553,"OK","R"
"JAMES M. INHOFE","Oklahoma","NW FIELD REPRESENTATIVE",34200.15,1585524.13,553,"OK","R"
"JAMES M. INHOFE","Oklahoma","LEGISLATIVE CORRESPONDENT",128013.54,1585524.13,553,"OK","R"
"JAMES M. INHOFE","Oklahoma","PURCHASED EQUIPMENT (EXPENDABLE)",368.55,1585524.13,553,"OK","R"
"JAMES M. INHOFE","Oklahoma","PURCHASED SOFTWARE (EXPENDABLE)",0.99,1585524.13,553,"OK","R"
"JAMES M. INHOFE","Oklahoma","RECORDING STUDIO CERTIFICATION",459.6,1585524.13,553,"OK","R"
"JAMES M. INHOFE","Oklahoma","ADVISORS",335.41,1585524.13,553,"OK","R"
"JAMES M. INHOFE","Oklahoma","SENATOR TRANSPORTATION",14047.7,1585524.13,553,"OK","R"
"JAMES M. INHOFE","Oklahoma","SENIOR PERSONNEL",83961.48,1585524.13,553,"OK","R"
"JAMES M. INHOFE","Oklahoma","ASSISTANTS",315201.64,1585524.13,553,"OK","R"
"JAMES M. INHOFE","Oklahoma","STAFF TRANSPORTATION",45463.27,1585524.13,553,"OK","R"
"JAMES M. INHOFE","Oklahoma","CHIEF OF STAFF",99866.66,1585524.13,553,"OK","R"
"JAMES M. INHOFE","Oklahoma","SYSTEMS ADMINISTRATOR",59750.76,1585524.13,553,"OK","R"
"JAMES M. INHOFE","Oklahoma","CONSTITUENT PERSONNEL",141577.94,1585524.13,553,"OK","R"
"JEANNE SHAHEEN","New Hampshire","CONSTITUENT PERSONNEL",24999.96,1247605.71,466,"NH","D"
"JEANNE SHAHEEN","New Hampshire","CHIEF OF STAFF",164423.84,1247605.71,466,"NH","D"
"JEANNE SHAHEEN","New Hampshire","DIRECTORS",209138.83,1247605.71,466,"NH","D"
"JEANNE SHAHEEN","New Hampshire","PER DIEM",10410.5,1247605.71,466,"NH","D"
"JEANNE SHAHEEN","New Hampshire","COUNSEL",19527.75,1247605.71,466,"NH","D"
"JEANNE SHAHEEN","New Hampshire","LEGISLATIVE AIDE",30402.75,1247605.71,466,"NH","D"
"JEANNE SHAHEEN","New Hampshire","INCIDENTALS",310.62,1247605.71,466,"NH","D"
"JEANNE SHAHEEN","New Hampshire","ASSISTANTS",457218.5,1247605.71,466,"NH","D"
"JEANNE SHAHEEN","New Hampshire","LEGISLATIVE CORRESPONDENT",41875,1247605.71,466,"NH","D"
"JEANNE SHAHEEN","New Hampshire","SENATOR TRANSPORTATION",12150.84,1247605.71,466,"NH","D"
"JEANNE SHAHEEN","New Hampshire","RECORDING STUDIO CERTIFICATION",227.1,1247605.71,466,"NH","D"
"JEANNE SHAHEEN","New Hampshire","SENIOR PERSONNEL",109999.92,1247605.71,466,"NH","D"
"JEANNE SHAHEEN","New Hampshire","SPEECH WRITER",57499.92,1247605.71,466,"NH","D"
"JEANNE SHAHEEN","New Hampshire","STAFF TRANSPORTATION",29677.03,1247605.71,466,"NH","D"
"JEANNE SHAHEEN","New Hampshire","PHOTO STUDIO CERTIFICATION",951.4,1247605.71,466,"NH","D"
"JEANNE SHAHEEN","New Hampshire","STATE SCHEDULER",22933.25,1247605.71,466,"NH","D"
"JEANNE SHAHEEN","New Hampshire","PRESS SECRETARIES",55858.5,1247605.71,466,"NH","D"
"JEFF FLAKE","Arizona","ADMINISTRATIVE PERSONNEL",66000,1356614.87,312,"AZ","R"
"JEFF FLAKE","Arizona","EDITOR",10180,1356614.87,312,"AZ","R"
"JEFF FLAKE","Arizona","ADVISORS",51764.04,1356614.87,312,"AZ","R"
"JEFF FLAKE","Arizona","ASSISTANTS",111533.62,1356614.87,312,"AZ","R"
"JEFF FLAKE","Arizona","SCHEDULER",41833.48,1356614.87,312,"AZ","R"
"JEFF FLAKE","Arizona","CHIEF OF STAFF",106382.56,1356614.87,312,"AZ","R"
"JEFF FLAKE","Arizona","PER DIEM",18311.68,1356614.87,312,"AZ","R"
"JEFF FLAKE","Arizona","CONSTITUENT PERSONNEL",106630.13,1356614.87,312,"AZ","R"
"JEFF FLAKE","Arizona","STAFF TRANSPORTATION",33002.64,1356614.87,312,"AZ","R"
"JEFF FLAKE","Arizona","COUNSEL",86453.91,1356614.87,312,"AZ","R"
"JEFF FLAKE","Arizona","STATE SCHEDULER",48587.53,1356614.87,312,"AZ","R"
"JEFF FLAKE","Arizona","DIRECTORS",370205.97,1356614.87,312,"AZ","R"
"JEFF FLAKE","Arizona","LEGISLATIVE AIDE",30000.2,1356614.87,312,"AZ","R"
"JEFF FLAKE","Arizona","DOMESTIC POLICY ADVISER",47500.18,1356614.87,312,"AZ","R"
"JEFF FLAKE","Arizona","LEGISLATIVE CORRESPONDENT",95719.76,1356614.87,312,"AZ","R"
"JEFF FLAKE","Arizona","SENATOR TRANSPORTATION",18018.54,1356614.87,312,"AZ","R"
"JEFF FLAKE","Arizona","EXT DEV SOFTWARE (EXPENDABLE)",600,1356614.87,312,"AZ","R"
"JEFF FLAKE","Arizona","PHOTO STUDIO CERTIFICATION",192.5,1356614.87,312,"AZ","R"
"JEFF FLAKE","Arizona","FEES AND OTHER CHARGES",3983.16,1356614.87,312,"AZ","R"
"JEFF FLAKE","Arizona","PRESS SECRETARIES",25666.72,1356614.87,312,"AZ","R"
"JEFF FLAKE","Arizona","INCIDENTALS",2321.21,1356614.87,312,"AZ","R"
"JEFF FLAKE","Arizona","PURCHASED EQUIPMENT (EXPENDABLE)",318.6,1356614.87,312,"AZ","R"
"JEFF FLAKE","Arizona","INTERNS",680,1356614.87,312,"AZ","R"
"JEFF FLAKE","Arizona","RECORDING STUDIO CERTIFICATION",109.75,1356614.87,312,"AZ","R"
"JEFF FLAKE","Arizona","LEGAL EXTERN",2600,1356614.87,312,"AZ","R"
"JEFF FLAKE","Arizona","MILITARY SPECIALIST",13454,1356614.87,312,"AZ","R"
"JEFF FLAKE","Arizona","PURCHASED SOFTWARE (EXPENDABLE)",658.63,1356614.87,312,"AZ","R"
"JEFF FLAKE","Arizona","SENIOR PERSONNEL",7239.17,1356614.87,312,"AZ","R"
"JEFF FLAKE","Arizona","REGIONAL REPRESENTATIVE",56666.89,1356614.87,312,"AZ","R"
"JEFF MERKLEY","Oregon","ADMINISTRATIVE PERSONNEL",65062.4,1435149.91,363,"OR","D"
"JEFF MERKLEY","Oregon","SPEECH WRITER",23479.07,1435149.91,363,"OR","D"
"JEFF MERKLEY","Oregon","STAFF TRANSPORTATION",35987.9,1435149.91,363,"OR","D"
"JEFF MERKLEY","Oregon","ASSISTANTS",232678.53,1435149.91,363,"OR","D"
"JEFF MERKLEY","Oregon","CONSTITUENT PERSONNEL",118433.63,1435149.91,363,"OR","D"
"JEFF MERKLEY","Oregon","BUSINESS LIAISON",38688.4,1435149.91,363,"OR","D"
"JEFF MERKLEY","Oregon","PURCHASED EQUIPMENT (EXPENDABLE)",3177.38,1435149.91,363,"OR","D"
"JEFF MERKLEY","Oregon","CHIEF OF STAFF",134375.44,1435149.91,363,"OR","D"
"JEFF MERKLEY","Oregon","NATURAL RESOURCES LIAISON & FIELD REPRESENTATIVE",36332.92,1435149.91,363,"OR","D"
"JEFF MERKLEY","Oregon","RECORDING STUDIO CERTIFICATION",228.2,1435149.91,363,"OR","D"
"JEFF MERKLEY","Oregon","COUNSEL",40703.32,1435149.91,363,"OR","D"
"JEFF MERKLEY","Oregon","DIRECTORS",345086.41,1435149.91,363,"OR","D"
"JEFF MERKLEY","Oregon","FIELD REPRESENTATIVE",92229.49,1435149.91,363,"OR","D"
"JEFF MERKLEY","Oregon","LEGISLATIVE AIDE",50596.32,1435149.91,363,"OR","D"
"JEFF MERKLEY","Oregon","FEES AND OTHER CHARGES",102.4,1435149.91,363,"OR","D"
"JEFF MERKLEY","Oregon","STATE SCHEDULER",28273.48,1435149.91,363,"OR","D"
"JEFF MERKLEY","Oregon","LABOR LIAISON",33319.92,1435149.91,363,"OR","D"
"JEFF MERKLEY","Oregon","PHOTO STUDIO CERTIFICATION",131.1,1435149.91,363,"OR","D"
"JEFF MERKLEY","Oregon","INCIDENTALS",568.31,1435149.91,363,"OR","D"
"JEFF MERKLEY","Oregon","LEGISLATIVE CORRESPONDENT",83459.38,1435149.91,363,"OR","D"
"JEFF MERKLEY","Oregon","SENATOR TRANSPORTATION",14980.69,1435149.91,363,"OR","D"
"JEFF MERKLEY","Oregon","PURCHASED SOFTWARE (EXPENDABLE)",5.99,1435149.91,363,"OR","D"
"JEFF MERKLEY","Oregon","PER DIEM",20961.75,1435149.91,363,"OR","D"
"JEFF MERKLEY","Oregon","SOUTHERN OREGON FIELD REPRESENTATIVE",36287.48,1435149.91,363,"OR","D"
"JEFFERSON B. SESSIONS, III","Alabama","ADMINISTRATIVE PERSONNEL",52754.92,1233137.72,307,"AL","R"
"JEFFERSON B. SESSIONS, III","Alabama","ADVISORS",39999.96,1233137.72,307,"AL","R"
"JEFFERSON B. SESSIONS, III","Alabama","ASSISTANTS",140027.43,1233137.72,307,"AL","R"
"JEFFERSON B. SESSIONS, III","Alabama","SENIOR PERSONNEL",100310.4,1233137.72,307,"AL","R"
"JEFFERSON B. SESSIONS, III","Alabama","CASE WORKERS",68348.64,1233137.72,307,"AL","R"
"JEFFERSON B. SESSIONS, III","Alabama","LAW CLERK",7000,1233137.72,307,"AL","R"
"JEFFERSON B. SESSIONS, III","Alabama","CHIEF OF STAFF",84729.48,1233137.72,307,"AL","R"
"JEFFERSON B. SESSIONS, III","Alabama","SYSTEMS ADMINISTRATOR",855.59,1233137.72,307,"AL","R"
"JEFFERSON B. SESSIONS, III","Alabama","PER DIEM",9805.24,1233137.72,307,"AL","R"
"JEFFERSON B. SESSIONS, III","Alabama","COUNSEL",127507.88,1233137.72,307,"AL","R"
"JEFFERSON B. SESSIONS, III","Alabama","DIRECTORS",208508.71,1233137.72,307,"AL","R"
"JEFFERSON B. SESSIONS, III","Alabama","INCIDENTALS",399,1233137.72,307,"AL","R"
"JEFFERSON B. SESSIONS, III","Alabama","FEES AND OTHER CHARGES",524.02,1233137.72,307,"AL","R"
"JEFFERSON B. SESSIONS, III","Alabama","FIELD REPRESENTATIVE",151155.62,1233137.72,307,"AL","R"
"JEFFERSON B. SESSIONS, III","Alabama","GRANTS COORDINATOR",12624.96,1233137.72,307,"AL","R"
"JEFFERSON B. SESSIONS, III","Alabama","LEGISLATIVE CORRESPONDENT",52448.02,1233137.72,307,"AL","R"
"JEFFERSON B. SESSIONS, III","Alabama","INTERNS",33195.6,1233137.72,307,"AL","R"
"JEFFERSON B. SESSIONS, III","Alabama","SENATOR TRANSPORTATION",9586.13,1233137.72,307,"AL","R"
"JEFFERSON B. SESSIONS, III","Alabama","PHOTO STUDIO CERTIFICATION",147.4,1233137.72,307,"AL","R"
"JEFFERSON B. SESSIONS, III","Alabama","STAFF TRANSPORTATION",27397,1233137.72,307,"AL","R"
"JEFFERSON B. SESSIONS, III","Alabama","SCHEDULER",54531.16,1233137.72,307,"AL","R"
"JEFFERSON B. SESSIONS, III","Alabama","PURCHASED EQUIPMENT (EXPENDABLE)",21.19,1233137.72,307,"AL","R"
"JEFFERSON B. SESSIONS, III","Alabama","PRESS SECRETARIES",50959.37,1233137.72,307,"AL","R"
"JEFFERSON B. SESSIONS, III","Alabama","TRAINING/CONFERENCE/REGISTRATION FEES",300,1233137.72,307,"AL","R"
"JERRY MORAN","Kansas","INTERNS",54582.06,1427330.22,465,"KS","R"
"JERRY MORAN","Kansas","DIRECTORS",297939.15,1427330.22,465,"KS","R"
"JERRY MORAN","Kansas","LEGISLATIVE CORRESPONDENT",124972,1427330.22,465,"KS","R"
"JERRY MORAN","Kansas","DISTRICT REPRESENTATIVE",168032.06,1427330.22,465,"KS","R"
"JERRY MORAN","Kansas","EXT DEV SOFTWARE (EXPENDABLE)",150,1427330.22,465,"KS","R"
"JERRY MORAN","Kansas","PHOTO STUDIO CERTIFICATION",201.3,1427330.22,465,"KS","R"
"JERRY MORAN","Kansas","FEES AND OTHER CHARGES",1285.45,1427330.22,465,"KS","R"
"JERRY MORAN","Kansas","PER DIEM",15647.81,1427330.22,465,"KS","R"
"JERRY MORAN","Kansas","INCIDENTALS",581.63,1427330.22,465,"KS","R"
"JERRY MORAN","Kansas","PURCHASED EQUIPMENT (EXPENDABLE)",207.6,1427330.22,465,"KS","R"
"JERRY MORAN","Kansas","RECORDING STUDIO CERTIFICATION",247.75,1427330.22,465,"KS","R"
"JERRY MORAN","Kansas","PRESS SECRETARIES",47500,1427330.22,465,"KS","R"
"JERRY MORAN","Kansas","SCHEDULER",83499.96,1427330.22,465,"KS","R"
"JERRY MORAN","Kansas","COUNSEL",61083.28,1427330.22,465,"KS","R"
"JERRY MORAN","Kansas","SENATOR TRANSPORTATION",23097.48,1427330.22,465,"KS","R"
"JERRY MORAN","Kansas","CONSTITUENT PERSONNEL",28999.92,1427330.22,465,"KS","R"
"JERRY MORAN","Kansas","SENIOR PERSONNEL",14583.32,1427330.22,465,"KS","R"
"JERRY MORAN","Kansas","SPEECH WRITER",7000,1427330.22,465,"KS","R"
"JERRY MORAN","Kansas","STAFF TRANSPORTATION",48034.69,1427330.22,465,"KS","R"
"JERRY MORAN","Kansas","ADVISORS",32499.96,1427330.22,465,"KS","R"
"JERRY MORAN","Kansas","STATE AGRICULTURE AND DISTRICT REPRESENTATIVE",19500,1427330.22,465,"KS","R"
"JERRY MORAN","Kansas","ASSISTANTS",228974.65,1427330.22,465,"KS","R"
"JERRY MORAN","Kansas","TRAINING/CONFERENCE/REGISTRATION FEES",980.75,1427330.22,465,"KS","R"
"JERRY MORAN","Kansas","CHIEF OF STAFF",167729.4,1427330.22,465,"KS","R"
"JOE DONNELLY","Indiana","CHIEF OF STAFF",84729.48,1472284.84,896,"IN","D"
"JOE DONNELLY","Indiana","ASSISTANTS",365861.73,1472284.84,896,"IN","D"
"JOE DONNELLY","Indiana","DEPUTY SCHEDULER",26500,1472284.84,896,"IN","D"
"JOE DONNELLY","Indiana","INTERPRETING SERVICES",100,1472284.84,896,"IN","D"
"JOE DONNELLY","Indiana","PER DIEM",21056.9,1472284.84,896,"IN","D"
"JOE DONNELLY","Indiana","DEPUTY SCHEDULER & AFRICAN AMERICAN OUTREACH LIAISON",30499.96,1472284.84,896,"IN","D"
"JOE DONNELLY","Indiana","FEES AND OTHER CHARGES",246.8,1472284.84,896,"IN","D"
"JOE DONNELLY","Indiana","INCIDENTALS",6.5,1472284.84,896,"IN","D"
"JOE DONNELLY","Indiana","PURCHASED EQUIPMENT (EXPENDABLE)",789.52,1472284.84,896,"IN","D"
"JOE DONNELLY","Indiana","INTERNS",9840,1472284.84,896,"IN","D"
"JOE DONNELLY","Indiana","RECORDING STUDIO CERTIFICATION",126.25,1472284.84,896,"IN","D"
"JOE DONNELLY","Indiana","COUNSEL",43999.96,1472284.84,896,"IN","D"
"JOE DONNELLY","Indiana","LEGISLATIVE AIDE",31499.92,1472284.84,896,"IN","D"
"JOE DONNELLY","Indiana","SENATOR TRANSPORTATION",6908.7,1472284.84,896,"IN","D"
"JOE DONNELLY","Indiana","LEGISLATIVE CORRESPONDENT",84506.11,1472284.84,896,"IN","D"
"JOE DONNELLY","Indiana","DIRECTORS",547968.04,1472284.84,896,"IN","D"
"JOE DONNELLY","Indiana","STAFF TRANSPORTATION",62072.26,1472284.84,896,"IN","D"
"JOE DONNELLY","Indiana","STATE AGRICULTURE LIAISON",13999.96,1472284.84,896,"IN","D"
"JOE DONNELLY","Indiana","ADMINISTRATIVE PERSONNEL",41500,1472284.84,896,"IN","D"
"JOE DONNELLY","Indiana","PHOTO STUDIO CERTIFICATION",343.3,1472284.84,896,"IN","D"
"JOE DONNELLY","Indiana","SYSTEMS ADMINISTRATOR",41500,1472284.84,896,"IN","D"
"JOE DONNELLY","Indiana","CASE WORKERS",57941.4,1472284.84,896,"IN","D"
"JOE DONNELLY","Indiana","TRAINING/CONFERENCE/REGISTRATION FEES",288.05,1472284.84,896,"IN","D"
"JOE MANCHIN","West Virginia","ADMINISTRATIVE PERSONNEL",68208.25,1303672.56,568,"WV","D"
"JOE MANCHIN","West Virginia","ASSISTANTS",237623.19,1303672.56,568,"WV","D"
"JOE MANCHIN","West Virginia","INCIDENTALS",173.72,1303672.56,568,"WV","D"
"JOE MANCHIN","West Virginia","CASE WORKERS",150499.8,1303672.56,568,"WV","D"
"JOE MANCHIN","West Virginia","LEGISLATIVE AIDE",20833.3,1303672.56,568,"WV","D"
"JOE MANCHIN","West Virginia","CHIEF OF STAFF",95930.49,1303672.56,568,"WV","D"
"JOE MANCHIN","West Virginia","LEGISLATIVE AIDE/CORRESPONDENT MANAGER",1791.66,1303672.56,568,"WV","D"
"JOE MANCHIN","West Virginia","COMMUNITY RELATIONS MANAGER & CASE WORKERS",30000,1303672.56,568,"WV","D"
"JOE MANCHIN","West Virginia","DEPUTY SCHEDULER",19395.74,1303672.56,568,"WV","D"
"JOE MANCHIN","West Virginia","FEES AND OTHER CHARGES",65,1303672.56,568,"WV","D"
"JOE MANCHIN","West Virginia","DIRECTORS",285777.56,1303672.56,568,"WV","D"
"JOE MANCHIN","West Virginia","STAFF TRANSPORTATION",32902.84,1303672.56,568,"WV","D"
"JOE MANCHIN","West Virginia","PHOTO STUDIO CERTIFICATION",531.6,1303672.56,568,"WV","D"
"JOE MANCHIN","West Virginia","SENIOR PERSONNEL",55500,1303672.56,568,"WV","D"
"JOE MANCHIN","West Virginia","PRESS SECRETARIES",46533.23,1303672.56,568,"WV","D"
"JOE MANCHIN","West Virginia","SENATOR TRANSPORTATION",6795.81,1303672.56,568,"WV","D"
"JOE MANCHIN","West Virginia","RECORDING STUDIO CERTIFICATION",113,1303672.56,568,"WV","D"
"JOE MANCHIN","West Virginia","REGIONAL COORDINATOR",100583.33,1303672.56,568,"WV","D"
"JOE MANCHIN","West Virginia","PER DIEM",6691.95,1303672.56,568,"WV","D"
"JOE MANCHIN","West Virginia","LEGISLATIVE CORRESPONDENT",63222.13,1303672.56,568,"WV","D"
"JOE MANCHIN","West Virginia","STATE OFFICE MANAGER",30999.96,1303672.56,568,"WV","D"
"JOE MANCHIN","West Virginia","STATE PROJECTS COORDINATOR",33000,1303672.56,568,"WV","D"
"JOE MANCHIN","West Virginia","SPORTSMAN AND NATRUAL RESOURCE LIASION",16500,1303672.56,568,"WV","D"
"JOHN BARRASSO","Wyoming","EXT DEV SOFTWARE (EXPENDABLE)",120,1251880.76,362,"WY","R"
"JOHN BARRASSO","Wyoming","FIELD REPRESENTATIVE",133249.92,1251880.76,362,"WY","R"
"JOHN BARRASSO","Wyoming","PER DIEM",15529.41,1251880.76,362,"WY","R"
"JOHN BARRASSO","Wyoming","FEES AND OTHER CHARGES",490,1251880.76,362,"WY","R"
"JOHN BARRASSO","Wyoming","DIRECTORS",288757.8,1251880.76,362,"WY","R"
"JOHN BARRASSO","Wyoming","INTERNS",55343.7,1251880.76,362,"WY","R"
"JOHN BARRASSO","Wyoming","PRESS SECRETARIES",32749.92,1251880.76,362,"WY","R"
"JOHN BARRASSO","Wyoming","LEGISLATIVE AIDE",45041.44,1251880.76,362,"WY","R"
"JOHN BARRASSO","Wyoming","PHOTO STUDIO CERTIFICATION",5097.45,1251880.76,362,"WY","R"
"JOHN BARRASSO","Wyoming","CHIEF OF STAFF",147999.84,1251880.76,362,"WY","R"
"JOHN BARRASSO","Wyoming","RECORDING STUDIO CERTIFICATION",50,1251880.76,362,"WY","R"
"JOHN BARRASSO","Wyoming","CONSTITUENT PERSONNEL",39499.92,1251880.76,362,"WY","R"
"JOHN BARRASSO","Wyoming","INCIDENTALS",612.4,1251880.76,362,"WY","R"
"JOHN BARRASSO","Wyoming","LEGISLATIVE CORRESPONDENT",37679.78,1251880.76,362,"WY","R"
"JOHN BARRASSO","Wyoming","MILITARY LIAISON",25249.92,1251880.76,362,"WY","R"
"JOHN BARRASSO","Wyoming","STAFF TRANSPORTATION",34708.77,1251880.76,362,"WY","R"
"JOHN BARRASSO","Wyoming","SENATOR TRANSPORTATION",66732.66,1251880.76,362,"WY","R"
"JOHN BARRASSO","Wyoming","ADVISORS",45000,1251880.76,362,"WY","R"
"JOHN BARRASSO","Wyoming","TRAINING/CONFERENCE/REGISTRATION FEES",236.13,1251880.76,362,"WY","R"
"JOHN BARRASSO","Wyoming","ASSISTANTS",277731.7,1251880.76,362,"WY","R"
"JOHN BOOZMAN","Arkansas","ASSISTANTS",140568.84,1185036.97,742,"AR","R"
"JOHN BOOZMAN","Arkansas","EQUIPMENT/VEHICLE MAINTENANCE & REPAIR",1476.78,1185036.97,742,"AR","R"
"JOHN BOOZMAN","Arkansas","FIELD REPRESENTATIVE",106933.99,1185036.97,742,"AR","R"
"JOHN BOOZMAN","Arkansas","CONTITUENT SERVICE REP/FIELD REP",12014.46,1185036.97,742,"AR","R"
"JOHN BOOZMAN","Arkansas","EXT DEV SOFTWARE (EXPENDABLE)",90,1185036.97,742,"AR","R"
"JOHN BOOZMAN","Arkansas","OFFICE MANAGER",73957.44,1185036.97,742,"AR","R"
"JOHN BOOZMAN","Arkansas","CASE WORKERS",35703.84,1185036.97,742,"AR","R"
"JOHN BOOZMAN","Arkansas","MAIL MANAGER",19500,1185036.97,742,"AR","R"
"JOHN BOOZMAN","Arkansas","MILITARY AND VETERANS LIAISON",32499.96,1185036.97,742,"AR","R"
"JOHN BOOZMAN","Arkansas","GRANTS COORDINATOR",28053,1185036.97,742,"AR","R"
"JOHN BOOZMAN","Arkansas","INCIDENTALS",215.22,1185036.97,742,"AR","R"
"JOHN BOOZMAN","Arkansas","PER DIEM",16991.74,1185036.97,742,"AR","R"
"JOHN BOOZMAN","Arkansas","PURCHASED EQUIPMENT (EXPENDABLE)",221.77,1185036.97,742,"AR","R"
"JOHN BOOZMAN","Arkansas","LEGISLATIVE AIDE",60315.96,1185036.97,742,"AR","R"
"JOHN BOOZMAN","Arkansas","LEGISLATIVE CORRESPONDENT",21121.66,1185036.97,742,"AR","R"
"JOHN BOOZMAN","Arkansas","DIRECTORS",250514.76,1185036.97,742,"AR","R"
"JOHN BOOZMAN","Arkansas","SCHEDULER",44884.44,1185036.97,742,"AR","R"
"JOHN BOOZMAN","Arkansas","AGRICULTURAL LIAISON",25502.4,1185036.97,742,"AR","R"
"JOHN BOOZMAN","Arkansas","SENATOR TRANSPORTATION",14281.1,1185036.97,742,"AR","R"
"JOHN BOOZMAN","Arkansas","FEES AND OTHER CHARGES",1116.58,1185036.97,742,"AR","R"
"JOHN BOOZMAN","Arkansas","SENIOR PERSONNEL",45904.44,1185036.97,742,"AR","R"
"JOHN BOOZMAN","Arkansas","STAFF TRANSPORTATION",44544.96,1185036.97,742,"AR","R"
"JOHN BOOZMAN","Arkansas","PHOTO STUDIO CERTIFICATION",3372.55,1185036.97,742,"AR","R"
"JOHN BOOZMAN","Arkansas","CHIEF OF STAFF",81607.92,1185036.97,742,"AR","R"
"JOHN BOOZMAN","Arkansas","SYSTEMS ADMINISTRATOR",12000,1185036.97,742,"AR","R"
"JOHN BOOZMAN","Arkansas","CONSTITUENT PERSONNEL",93339.24,1185036.97,742,"AR","R"
"JOHN BOOZMAN","Arkansas","TRAINING/CONFERENCE/REGISTRATION FEES",452,1185036.97,742,"AR","R"
"JOHN BOOZMAN","Arkansas","VETERANS ADVOCATE",17851.92,1185036.97,742,"AR","R"
"JOHN CORNYN","Texas","ADMINISTRATIVE PERSONNEL",60000,2003887.42,569,"TX","R"
"JOHN CORNYN","Texas","RECORDING STUDIO CERTIFICATION",313.3,2003887.42,569,"TX","R"
"JOHN CORNYN","Texas","ADVISORS",2263.84,2003887.42,569,"TX","R"
"JOHN CORNYN","Texas","SENATOR TRANSPORTATION",32878.1,2003887.42,569,"TX","R"
"JOHN CORNYN","Texas","ASSISTANTS",392191.39,2003887.42,569,"TX","R"
"JOHN CORNYN","Texas","SENIOR PERSONNEL",39666.59,2003887.42,569,"TX","R"
"JOHN CORNYN","Texas","CASE WORKERS",33230.42,2003887.42,569,"TX","R"
"JOHN CORNYN","Texas","STAFF TRANSPORTATION",64214.31,2003887.42,569,"TX","R"
"JOHN CORNYN","Texas","CERTIFIED PURCHASED EQUIPMENT",19.99,2003887.42,569,"TX","R"
"JOHN CORNYN","Texas","CHIEF OF STAFF",84729.48,2003887.42,569,"TX","R"
"JOHN CORNYN","Texas","SYSTEMS ADMINISTRATOR",46500,2003887.42,569,"TX","R"
"JOHN CORNYN","Texas","CONSTITUENT PERSONNEL",70185.86,2003887.42,569,"TX","R"
"JOHN CORNYN","Texas","PRESS SECRETARIES",63652.76,2003887.42,569,"TX","R"
